Voos,Companhia.Aerea,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,LongDest,LatDest,LongOrig,LatOrig
GLO - 1426,GOL,Tancredo Neves,Confins,MG,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.965396000000000,-19.634099
GLO - 1427,GOL,Tancredo Neves,Confins,MG,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.965396000000000,-19.634099
GLO - 1428,GOL,Santa Genoveva,Goiania,GO,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-49.2221166,-16.632488000000000
GLO - 1429,GOL,Brigadeiro Lysias Rodrigues,Palmas,TO,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-48.3575251,-10.294325600000000
GLO - 1430,GOL,Congonhas,Sao Paulo,SP,Santa Genoveva,Goiania,GO,-49.2221166,-16.632488000000000,-46.6565842,-23.6273246
GLO - 1431,GOL,Eurico De Aguiar Salles,Vitoria,ES,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-40.2835346,-20.257648900000000
GLO - 1432,GOL,Congonhas,Sao Paulo,SP,Santa Genoveva,Goiania,GO,-49.2221166,-16.632488000000000,-46.6565842,-23.6273246
GLO - 1433,GOL,Santa Genoveva,Goiania,GO,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-49.2221166,-16.632488000000000
GLO - 1434,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-47.9172348,-15.869736900000000
GLO - 1435,GOL,Congonhas,Sao Paulo,SP,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-46.6565842,-23.6273246
GLO - 1436,GOL,Congonhas,Sao Paulo,SP,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-46.6565842,-23.6273246
GLO - 1437,GOL,Santa Genoveva,Goiania,GO,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-49.2221166,-16.632488000000000
GLO - 1439,GOL,Santa Genoveva,Goiania,GO,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-49.2221166,-16.632488000000000
GLO - 1440,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-43.2494233,-22.8134098
GLO - 1441,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-49.1724811,-25.5327132
GLO - 1442,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-43.2494233,-22.8134098
GLO - 1443,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-49.1724811,-25.5327132
GLO - 1445,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-49.1724811,-25.5327132
GLO - 1447,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-49.1724811,-25.5327132
GLO - 1448,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-43.2494233,-22.8134098
GLO - 1449,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-49.1724811,-25.5327132
GLO - 1450,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-43.2494233,-22.8134098
GLO - 1451,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-49.1724811,-25.5327132
GLO - 1452,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-43.2494233,-22.8134098
GLO - 1453,GOL,Guararapes - Gilberto Freyre,Recife,PE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-34.924015400000000,-8.1259315
GLO - 1454,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-38.3312411,-12.9110977
GLO - 1455,GOL,Tancredo Neves,Confins,MG,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-43.965396000000000,-19.634099
GLO - 1457,GOL,Eurico De Aguiar Salles,Vitoria,ES,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-40.2835346,-20.257648900000000
GLO - 1459,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-49.1724811,-25.5327132
GLO - 1460,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Cataratas,Foz Do Iguacu,PR,-54.4909265,-25.5938142,-43.2494233,-22.8134098
GLO - 1461,GOL,Cataratas,Foz Do Iguacu,PR,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-54.4909265,-25.5938142
GLO - 1462,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Cataratas,Foz Do Iguacu,PR,-54.4909265,-25.5938142,-43.2494233,-22.8134098
GLO - 1463,GOL,Cataratas,Foz Do Iguacu,PR,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-54.4909265,-25.5938142
GLO - 1464,GOL,Pinto Martins,Fortaleza,CE,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-38.5330966,-3.7771555
GLO - 1465,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-49.1724811,-25.5327132
GLO - 1466,GOL,Cataratas,Foz Do Iguacu,PR,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-54.4909265,-25.5938142
GLO - 1467,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Cataratas,Foz Do Iguacu,PR,-54.4909265,-25.5938142,-49.1724811,-25.5327132
GLO - 1468,GOL,Val De Cans,Belem,PA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-48.4775227,-1.3820615
GLO - 1469,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-46.478126,-23.434552900000000
GLO - 1470,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-43.2494233,-22.8134098
GLO - 1471,GOL,Guararapes - Gilberto Freyre,Recife,PE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-34.924015400000000,-8.1259315
GLO - 1472,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-43.2494233,-22.8134098
GLO - 1473,GOL,Guararapes - Gilberto Freyre,Recife,PE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-34.924015400000000,-8.1259315
GLO - 1474,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-43.2494233,-22.8134098
GLO - 1475,GOL,Guararapes - Gilberto Freyre,Recife,PE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-34.924015400000000,-8.1259315
GLO - 1476,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-43.2494233,-22.8134098
GLO - 1477,GOL,Guararapes - Gilberto Freyre,Recife,PE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-34.924015400000000,-8.1259315
GLO - 1478,GOL,Tancredo Neves,Confins,MG,Mario Ribeiro,Montes Claros,MG,-43.8200869,-16.704617200000000,-43.965396000000000,-19.634099
GLO - 1479,GOL,Mario Ribeiro,Montes Claros,MG,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.8200869,-16.704617200000000
GLO - 1480,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.2494233,-22.8134098
GLO - 1482,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-47.9172348,-15.869736900000000
GLO - 1483,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-47.9172348,-15.869736900000000
GLO - 1484,GOL,Santos Dumont,Rio De Janeiro,RJ,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.1648755,-22.911143800000000
GLO - 1485,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-47.9172348,-15.869736900000000
GLO - 1486,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-38.3312411,-12.9110977
GLO - 1487,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-47.9172348,-15.869736900000000
GLO - 1488,GOL,Santos Dumont,Rio De Janeiro,RJ,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.1648755,-22.911143800000000
GLO - 1489,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-47.9172348,-15.869736900000000
GLO - 1490,GOL,Santos Dumont,Rio De Janeiro,RJ,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.1648755,-22.911143800000000
GLO - 1491,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-47.9172348,-15.869736900000000
GLO - 1492,GOL,Santos Dumont,Rio De Janeiro,RJ,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.1648755,-22.911143800000000
GLO - 1494,GOL,Santos Dumont,Rio De Janeiro,RJ,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.1648755,-22.911143800000000
GLO - 1496,GOL,Tancredo Neves,Confins,MG,Tenente-Coronel Aviador Cesar Bombonato,Uberlandia,MG,-48.2308653,-18.888969,-43.965396000000000,-19.634099
GLO - 1497,GOL,Tenente-Coronel Aviador Cesar Bombonato,Uberlandia,MG,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-48.2308653,-18.888969
GLO - 1498,GOL,Tancredo Neves,Confins,MG,Tenente-Coronel Aviador Cesar Bombonato,Uberlandia,MG,-48.2308653,-18.888969,-43.965396000000000,-19.634099
GLO - 1499,GOL,Tenente-Coronel Aviador Cesar Bombonato,Uberlandia,MG,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-48.2308653,-18.888969
GLO - 1500,GOL,Congonhas,Sao Paulo,SP,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-46.6565842,-23.6273246
GLO - 1501,GOL,Hercilio Luz,Florianopolis,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.5459657,-27.670118
GLO - 1503,GOL,Hercilio Luz,Florianopolis,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.5459657,-27.670118
GLO - 1504,GOL,Congonhas,Sao Paulo,SP,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-46.6565842,-23.6273246
GLO - 1505,GOL,Marechal Cunha Machado,Sao Luis,MA,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-44.2348802,-2.5849927000000000
GLO - 1506,GOL,Congonhas,Sao Paulo,SP,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-46.6565842,-23.6273246
GLO - 1508,GOL,Congonhas,Sao Paulo,SP,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-46.6565842,-23.6273246
GLO - 1509,GOL,Serafin Enoss Bertaso,Chapeco,SC,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-52.6606432,-27.134138500000000
GLO - 1511,GOL,Hercilio Luz,Florianopolis,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.5459657,-27.670118
GLO - 1512,GOL,Hercilio Luz,Florianopolis,SC,Serafin Enoss Bertaso,Chapeco,SC,-52.6606432,-27.134138500000000,-48.5459657,-27.670118
GLO - 1513,GOL,Tancredo Neves,Confins,MG,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.965396000000000,-19.634099
GLO - 1514,GOL,Congonhas,Sao Paulo,SP,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-46.6565842,-23.6273246
GLO - 1515,GOL,Porto Seguro,Porto Seguro,BA,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-39.0821431,-16.4395303
GLO - 1516,GOL,Congonhas,Sao Paulo,SP,Bahia - Jorge Amado,Ilheus,BA,-39.0317095,-14.8140511,-46.6565842,-23.6273246
GLO - 1518,GOL,Congonhas,Sao Paulo,SP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-46.6565842,-23.6273246
GLO - 1519,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-43.2494233,-22.8134098
GLO - 1520,GOL,Congonhas,Sao Paulo,SP,Ministro Victor Konder,Navegantes,SC,-48.649086700000000,-26.8805344,-46.6565842,-23.6273246
GLO - 1521,GOL,Ministro Victor Konder,Navegantes,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.649086700000000,-26.8805344
GLO - 1522,GOL,Congonhas,Sao Paulo,SP,Ministro Victor Konder,Navegantes,SC,-48.649086700000000,-26.8805344,-46.6565842,-23.6273246
GLO - 1523,GOL,Ministro Victor Konder,Navegantes,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.649086700000000,-26.8805344
GLO - 1524,GOL,Regional De Maringa - Silvio Name Junior,Maringa,PR,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-52.0164842,-23.4766098
GLO - 1525,GOL,Ministro Victor Konder,Navegantes,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.649086700000000,-26.8805344
GLO - 1526,GOL,Congonhas,Sao Paulo,SP,Ministro Victor Konder,Navegantes,SC,-48.649086700000000,-26.8805344,-46.6565842,-23.6273246
GLO - 1527,GOL,Ministro Victor Konder,Navegantes,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.649086700000000,-26.8805344
GLO - 1528,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Marechal Rondon,Varzea Grande,MT,-56.117268700000000,-15.653078600000000,-47.9172348,-15.869736900000000
GLO - 1529,GOL,Marechal Rondon,Varzea Grande,MT,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-56.117268700000000,-15.653078600000000
GLO - 1530,GOL,Congonhas,Sao Paulo,SP,Lauro Carneiro De Loyola,Joinville,SC,-48.799841800000000,-26.2234999,-46.6565842,-23.6273246
GLO - 1531,GOL,Lauro Carneiro De Loyola,Joinville,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.799841800000000,-26.2234999
GLO - 1532,GOL,Congonhas,Sao Paulo,SP,Lauro Carneiro De Loyola,Joinville,SC,-48.799841800000000,-26.2234999,-46.6565842,-23.6273246
GLO - 1533,GOL,Lauro Carneiro De Loyola,Joinville,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.799841800000000,-26.2234999
GLO - 1534,GOL,Hercilio Luz,Florianopolis,SC,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-48.5459657,-27.670118
GLO - 1535,GOL,Pinto Martins,Fortaleza,CE,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-38.5330966,-3.7771555
GLO - 1538,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Cataratas,Foz Do Iguacu,PR,-54.4909265,-25.5938142,-43.2494233,-22.8134098
GLO - 1539,GOL,Val De Cans,Belem,PA,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-48.4775227,-1.3820615
GLO - 1540,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-43.2494233,-22.8134098
GLO - 1541,GOL,Pinto Martins,Fortaleza,CE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-38.5330966,-3.7771555
GLO - 1542,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-43.2494233,-22.8134098
GLO - 1543,GOL,Governador Aluizio Alves,Natal,RN,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-35.3673819,-5.768370200000000
GLO - 1544,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Governador Aluizio Alves,Natal,RN,-35.3673819,-5.768370200000000,-43.2494233,-22.8134098
GLO - 1545,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.2494233,-22.8134098
GLO - 1546,GOL,Presidente Joao Suassuna,Campina Grande,PB,Presidente Castro Pinto,Bayeux,PB,-34.950613700000000,-7.147060000000000,-35.8940206,-7.2688784
GLO - 1547,GOL,Cataratas,Foz Do Iguacu,PR,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-54.4909265,-25.5938142
GLO - 1549,GOL,Cataratas,Foz Do Iguacu,PR,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-54.4909265,-25.5938142
GLO - 1551,GOL,Salgado Filho,Porto Alegre,RS,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-51.175381100000000,-29.9934732
GLO - 1552,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-43.2494233,-22.8134098
GLO - 1553,GOL,Marechal Cunha Machado,Sao Luis,MA,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-44.2348802,-2.5849927000000000
GLO - 1554,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-43.2494233,-22.8134098
GLO - 1555,GOL,Salgado Filho,Porto Alegre,RS,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-51.175381100000000,-29.9934732
GLO - 1556,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-43.2494233,-22.8134098
GLO - 1557,GOL,Salgado Filho,Porto Alegre,RS,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-51.175381100000000,-29.9934732
GLO - 1559,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.478126,-23.434552900000000
GLO - 1560,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-43.2494233,-22.8134098
GLO - 1561,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-38.3312411,-12.9110977
GLO - 1562,GOL,Ministro Victor Konder,Navegantes,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.649086700000000,-26.8805344
GLO - 1563,GOL,Placido De Castro,Sena Madureira,AC,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-67.894367,-9.870171000000000
GLO - 1564,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Placido De Castro,Sena Madureira,AC,-67.894367,-9.870171000000000,-47.9172348,-15.869736900000000
GLO - 1565,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-43.2494233,-22.8134098
GLO - 1566,GOL,Congonhas,Sao Paulo,SP,Cataratas,Foz Do Iguacu,PR,-54.4909265,-25.5938142,-46.6565842,-23.6273246
GLO - 1567,GOL,Cataratas,Foz Do Iguacu,PR,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-54.4909265,-25.5938142
GLO - 1568,GOL,Guararapes - Gilberto Freyre,Recife,PE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-34.924015400000000,-8.1259315
GLO - 1569,GOL,Governador Aluizio Alves,Natal,RN,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-35.3673819,-5.768370200000000
GLO - 1570,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-43.2494233,-22.8134098
GLO - 1571,GOL,Santos Dumont,Rio De Janeiro,RJ,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.1648755,-22.911143800000000
GLO - 1572,GOL,Congonhas,Sao Paulo,SP,Ministro Victor Konder,Navegantes,SC,-48.649086700000000,-26.8805344,-46.6565842,-23.6273246
GLO - 1573,GOL,Marechal Cunha Machado,Sao Luis,MA,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-44.2348802,-2.5849927000000000
GLO - 1574,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Marechal Cunha Machado,Sao Luis,MA,-44.2348802,-2.5849927000000000,-43.2494233,-22.8134098
GLO - 1575,GOL,Leite Lopes,Ribeirao Preto,SP,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-47.7751674,-21.134750700000000
GLO - 1576,GOL,Congonhas,Sao Paulo,SP,Leite Lopes,Ribeirao Preto,SP,-47.7751674,-21.134750700000000,-46.6565842,-23.6273246
GLO - 1577,GOL,Leite Lopes,Ribeirao Preto,SP,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-47.7751674,-21.134750700000000
GLO - 1578,GOL,Congonhas,Sao Paulo,SP,Leite Lopes,Ribeirao Preto,SP,-47.7751674,-21.134750700000000,-46.6565842,-23.6273246
GLO - 1579,GOL,Tancredo Neves,Confins,MG,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-43.965396000000000,-19.634099
GLO - 1580,GOL,Eurico De Aguiar Salles,Vitoria,ES,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-40.2835346,-20.257648900000000
GLO - 1581,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-47.9172348,-15.869736900000000
GLO - 1582,GOL,Tancredo Neves,Confins,MG,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-43.965396000000000,-19.634099
GLO - 1589,GOL,Congonhas,Sao Paulo,SP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-46.6565842,-23.6273246
GLO - 1590,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-46.478126,-23.434552900000000
GLO - 1591,GOL,Val De Cans,Belem,PA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-48.4775227,-1.3820615
GLO - 1592,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-43.2494233,-22.8134098
GLO - 1593,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-38.3312411,-12.9110977
GLO - 1594,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-49.1724811,-25.5327132
GLO - 1595,GOL,Macapa,Macapa,AP,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-51.067109500000000,0.05000810000000000
GLO - 1596,GOL,Hercilio Luz,Florianopolis,SC,Serafin Enoss Bertaso,Chapeco,SC,-52.6606432,-27.134138500000000,-48.5459657,-27.670118
GLO - 1597,GOL,Serafin Enoss Bertaso,Chapeco,SC,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-52.6606432,-27.134138500000000
GLO - 1598,GOL,Congonhas,Sao Paulo,SP,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-46.6565842,-23.6273246
GLO - 1599,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santa Genoveva,Goiania,GO,-49.2221166,-16.632488000000000,-46.478126,-23.434552900000000
GLO - 1600,GOL,Congonhas,Sao Paulo,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.6565842,-23.6273246
GLO - 1601,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.2494233,-22.8134098
